"Post.Code","2020-03-02","2020-03-09","2020-03-16","2020-03-23","2020-03-30","2020-04-06","2020-04-13","2020-04-20","2020-04-27","2020-05-04","2020-05-11","2020-05-18","2020-05-25","2020-06-01","2020-06-08","2020-06-15","2020-06-22","2020-06-29","2020-07-06","2020-07-13","2020-07-20","2020-07-27"
"DD2",0.198117774048449,0.307928738985229,0.345906577265433,0.378280897093897,0.319551337572456,0.31374280190185,0.314445492599054,0.300443173759582,0.297670853282302,0.231724439301639,0.206533999358539,0.219707403912829,0.137934455274043,0.150320162808185,0.140743245835586,0.120909874056424,0.157900584791766,0.16747488398896,0.151705700378128,0.14395127210777,0.130044094241811,0.116586803476487
"DD3",0.158815537733259,0.299627065577644,0.309568907982203,0.385223019842435,0.319943698889747,0.319139675918127,0.329140024673201,0.269788888043863,0.296262910872166,0.224134094777647,0.224028171784454,0.241264631254655,0.166675495205922,0.181257680788922,0.165031015617115,0.133060920802581,0.17085496531093,0.140049721202324,0.131786589231861,0.129960918051821,0.134250281214038,0.125702368126237
"DD4",0.188085838553266,0.341421388168478,0.309979498388506,0.390729230104941,0.341775023958125,0.320462947729445,0.331930206911316,0.284959040553963,0.272767908643904,0.227146685830211,0.172606562597987,0.198395817027952,0.130552214933482,0.151806794432191,0.14207212224269,0.130425008670769,0.148013942876007,0.16329754969356,0.122660467044234,0.140659927215512,0.123349747814824,0.123927281467115
"DD5",0.204460378723448,0.331204674379233,0.315710723886348,0.35155344203846,0.32658152872049,0.286584073047601,0.314070822122741,0.321243243434358,0.244648511129566,0.222062678305436,0.187299732999645,0.185729144130154,0.146665416530978,0.168472084300345,0.166817693313706,0.131373761527379,0.151386103440767,0.128416690726783,0.114783096267639,0.148662514713615,0.117846316686747,0.120097363752756
"DD6",0.194135776594185,0.370098623200435,0.330658097213748,0.393100648900302,0.330152070589985,0.296332936372591,0.344643016269895,0.301123329031055,0.30039310432441,0.251274814323762,0.248813378388195,0.259730538691149,0.1757196147,0.211194063101696,0.207151657326565,0.149162666176475,0.176085785978265,0.175792805655508,0.135648871062966,0.144920824749111,0.146165372017718,0.127674955968241
"DD7",0.20032994233831,0.400415957320657,0.345922131717226,0.399955890862671,0.406819147195189,0.327134811894275,0.402435295895064,0.315655729980592,0.281195977261357,0.228095223908777,0.17384442708374,0.211113298223774,0.148299104543881,0.197824553547025,0.17838758554503,0.137716860799238,0.170722330611443,0.142367522533158,0.121272345930673,0.122837381466315,0.116679966331364,0.104201312730626
"DD8",0.144347010921008,0.248331014165598,0.303913077701776,0.404402512602043,0.283462849096171,0.273247650127602,0.294612429378424,0.243790918851113,0.273318154884337,0.256160298214701,0.178268222895063,0.20481008372166,0.156128074455327,0.174713535535133,0.16429686969417,0.113430883954386,0.154976225401714,0.112701586031443,0.120783593297589,0.10651793227426,0.127844341435583,0.120229061987423
"DD9",0.159695754674062,0.27112093159907,0.287721738247931,0.34570461516355,0.220519085794483,0.204515737723757,0.210273860739461,0.241981095474806,0.238938688548924,0.252556739112491,0.198075916960676,0.170340480544208,0.144135813618823,0.128037768792675,0.134439527596289,0.0803871391346489,0.103771830105281,0.0960094295850247,0.0930482513805546,0.103222828995662,0.123467297462229,0.106678532594035
"DG1",0.155750979219763,0.335509776636605,0.357913013209589,0.459192364422681,0.353049309165661,0.359735738584542,0.376594676919298,0.330193182854531,0.351885826036096,0.279623585229238,0.234839979565807,0.20985617659479,0.164798874354393,0.168966447200402,0.176156924929377,0.0981421534185201,0.185667171688286,0.180863141232537,0.19959719420959,0.232642229922988,0.141003100388457,0.145416483998895
"DG10",0.131225622780499,0.325151646151899,0.332881958121149,0.432375475770964,0.316836892917363,0.303321981140261,0.330673533699516,0.261974668428481,0.289680816582941,0.246783480108153,0.231863764479737,0.195561465477363,0.143938601976065,0.13414832623036,0.140876927945969,0.0833146608223817,0.143408875435134,0.158595763899105,0.16306451618792,0.184482150799346,0.115304394066327,0.129203909285477
"DG11",0.135571265372046,0.256664146392543,0.316201998785314,0.456051494659814,0.385266338877063,0.366735460696473,0.381041218656059,0.323933625542633,0.309492634211561,0.274081281165594,0.220056540530397,0.19668388470205,0.158563018499409,0.147697176545611,0.187997710378952,0.090448263762432,0.176604771316428,0.181594643769192,0.177983663191117,0.209890206405047,0.12556003890832,0.126995676258186
"DG12",0.136549568725702,0.308219817171528,0.372253291777452,0.432095777484482,0.371961626172308,0.345777386640205,0.373259510795544,0.377520712825198,0.354504181442736,0.32050193396124,0.267573730515581,0.253813037615821,0.194904070924601,0.191809578092809,0.202364503684704,0.101277556824774,0.173685449468315,0.211927527174012,0.179729656222914,0.209813917678422,0.12701792364689,0.128807657488797
"DG13",0.107335297266537,0.244980723476925,0.219418935513992,0.300302809128482,0.229126011857642,0.200461972190025,0.217906925295722,0.212102197608633,0.201967674113233,0.189095956094946,0.176628636938944,0.163679543521311,0.129676933822727,0.12243853775268,0.126942637474975,0.0703455960809819,0.127276109903238,0.151686695678064,0.126789432786069,0.172922328362438,0.100636364447417,0.108040791799796
"DG14",0.135136000844853,0.310761400272643,0.311454013789133,0.439005278417592,0.378667030148888,0.352139033037015,0.399596887734437,0.39918407391728,0.383510825337712,0.388391122507455,0.348435166705398,0.320273968886682,0.263248186905797,0.22209569347761,0.22695719007345,0.121008383632646,0.196736649397892,0.243589219695732,0.182266973259167,0.220389456338386,0.127828122274994,0.133284736430401
"DG16",0.128299214424226,0.301965729263968,0.289557185081632,0.38372257807529,0.289356963601615,0.253745813403946,0.279921184762447,0.288289023618119,0.288140911319268,0.267992672675623,0.242193514365173,0.200669781476041,0.185028293676048,0.172198304227979,0.189510600193108,0.10586746959009,0.195002071055444,0.242071326547153,0.217190546990074,0.27950547307137,0.148746009641541,0.154954225260397
"DG2",0.131014451468624,0.347819753002486,0.312044065794709,0.529072091363894,0.38368412717658,0.331411566809013,0.340597802315149,0.324657829316922,0.317630502910113,0.248102062006842,0.243822426585149,0.242046865221416,0.20087929265738,0.187401830568775,0.197509680815258,0.121241338517927,0.196607964682498,0.194817357172299,0.163350530675471,0.208020056735666,0.115207104342843,0.151867322687136
"DG3",0.159785558241683,0.377008968044601,0.376029169845551,0.497525311716318,0.38935513558892,0.305959151544892,0.346386408443563,0.260521712400884,0.284197662153708,0.207642061731102,0.210553708023064,0.203382178091823,0.163453971201347,0.166070790137426,0.160807247497871,0.102118547608587,0.160900033322143,0.186999035981734,0.168969819734818,0.222196411588446,0.135185006844939,0.161138672791943
"DG4",0.208155378646401,0.251257700760892,0.330705245145889,0.374590109509258,0.332972102931466,0.279974096072397,0.360932287477502,0.291994538229492,0.311564068747722,0.292652750580183,0.268803376873915,0.270860106093637,0.200084875398754,0.17474237151377,0.167736669185171,0.11503074858861,0.161262792858952,0.159458066153353,0.13957871097633,0.16855111072694,0.125414852773271,0.156659344026416
"DG5",0.142616222997158,0.299188327456789,0.319950232127262,0.40032119714826,0.314858838030941,0.271293603203165,0.335969163044406,0.280442421058617,0.324915638419588,0.242855447432719,0.227396257481761,0.199114195212324,0.165587786179051,0.150177482596321,0.16227662515749,0.0890957084653346,0.165938898420568,0.193778750438113,0.166212299038373,0.23618715153607,0.143230846721524,0.146969895526694
"DG6",0.177748466641062,0.321600998676842,0.324524557182895,0.429250055263759,0.356469436279191,0.304782390399371,0.368416814408064,0.353046877638579,0.363945938020997,0.316489852512419,0.294345338872193,0.287976791710472,0.234226394238295,0.179930639261248,0.184932900996358,0.099744209900936,0.159993999313666,0.182915580785868,0.146693961298345,0.215480073071001,0.129035332809149,0.132867009862584
"DG7",0.141410885172868,0.318358117237163,0.324022678900458,0.394940789613401,0.314858701146438,0.27604785626397,0.323391253221521,0.279659530887679,0.320972183571795,0.285556585613094,0.227147306196905,0.250069214232908,0.162475548784187,0.130412140202803,0.147288855705342,0.077930011061009,0.131970526970437,0.16402591385697,0.127899244837984,0.217992392160243,0.136137988776104,0.147733526209017
"DG8",0.184475474094558,0.246583823439805,0.293856588704153,0.314550986256223,0.357857487833085,0.288166693381592,0.42514122886899,0.368343511576411,0.423265519616177,0.354386312179257,0.310516432545218,0.319921778605459,0.233219000551395,0.225107064028379,0.228599313201262,0.115752676853086,0.160718359753194,0.201279607934895,0.155231378408062,0.230018443749281,0.148137813468697,0.131059851960527
"DG9",0.174360727027911,0.273908889643787,0.35651189407276,0.358920163065691,0.380041138654517,0.31591151199161,0.348435708164569,0.327027663355072,0.326627301002615,0.272124780308596,0.260977697039604,0.23971273061802,0.170881241550642,0.137525858059695,0.150080335865525,0.0786709459858056,0.127946496124806,0.15719051560608,0.13897403083695,0.178398132560689,0.150113337416103,0.129899282157329
"EH1",0.263539577513603,0.383619865625391,0.387535990368469,0.454882791283994,0.408836450233357,0.34456189877611,0.378469424055511,0.312677994711132,0.308610800727575,0.276886898105394,0.27080588574107,0.270325662001497,0.184105486503887,0.191913457421577,0.199068712094585,0.131503206538561,0.18180876470086,0.187719042608017,0.171661944047925,0.191933236918532,0.197826268997381,0.163669586957559
"EH10",0.282892003426405,0.3967292722664,0.374268244150181,0.500632731338808,0.430670503624164,0.380078864015125,0.387604749413487,0.358017219012501,0.384039672412903,0.312393051194866,0.301659514547226,0.300178810222631,0.224481343727944,0.188291013619126,0.1917832523213,0.155972909346906,0.176208955599765,0.176575525442734,0.180354443040758,0.167274776248523,0.156969676843078,0.117551298236856
"EH11",0.283474635972925,0.410484328522461,0.405907835293193,0.449905631594285,0.374657833092356,0.321050169367943,0.396497244379714,0.3470044767975,0.285787067121494,0.277608425575682,0.239271756548389,0.232309465162844,0.188332403135379,0.185902415294224,0.192439489405023,0.123797021192527,0.185172642244569,0.151660862088036,0.152275867916003,0.160786859091617,0.17438128250029,0.153461962046165
"EH12",0.230321549902369,0.442535279243815,0.342608665238673,0.443031448961623,0.377575746505412,0.322119914472759,0.422605684856403,0.31343011474987,0.322898992820256,0.321071145102545,0.256552001940714,0.287896113637304,0.203285541334432,0.196086703294331,0.18855928954074,0.147376864584735,0.162215391956688,0.175047630780496,0.16813428794189,0.167536111746652,0.195522536216271,0.159400307309251
"EH13",0.207724020455197,0.376796928604243,0.311216240449013,0.427476257950606,0.324619251763301,0.32921576676923,0.377070227376437,0.278678374699089,0.318433311215272,0.248286703312909,0.244452782570523,0.241635760333201,0.200942594618698,0.172071643012328,0.185193537066298,0.14767481213584,0.154805635592165,0.163314264783826,0.144177422762461,0.16281112415403,0.165717761804021,0.148723616117111
"EH14",0.166137217701334,0.432825953421546,0.331108388380314,0.413625091700555,0.367533821113992,0.314101659420503,0.370281218631488,0.304979332043031,0.284105394930503,0.235976383238438,0.222752418817853,0.220489254983314,0.185938018018302,0.191297137253349,0.166347336339174,0.132435263748919,0.146822789292515,0.167536682445605,0.130908357733242,0.14788829526043,0.138811961554935,0.169766963773329
"EH15",0.206396959953899,0.375440343917835,0.362572456103916,0.453267431859823,0.390450200657961,0.294120866730309,0.339470209358942,0.288373276649633,0.274836917994772,0.27732656663158,0.276527181703771,0.27516386400212,0.20541170147341,0.227154130924262,0.219496064728057,0.127197480756316,0.18564088126795,0.166261140744102,0.151052830718233,0.165315743926226,0.174381068497993,0.136329990384481
"EH16",0.196504039522305,0.420177176278588,0.341194191664645,0.418665733942611,0.38912599344193,0.324274880945362,0.400609830484866,0.3288320038795,0.315084803849216,0.277315081091815,0.26939837332608,0.25479618527709,0.211837224703989,0.215451405479507,0.208245875572286,0.159631384011999,0.184484597707009,0.179081117413213,0.14639199615822,0.155142004586085,0.15497959095407,0.12507967051013
"EH17",0.198070806492264,0.36724217417107,0.368101494857782,0.454817949953599,0.401827526247206,0.369668365058929,0.411960786035708,0.354134517202737,0.335906549725901,0.28778240638921,0.263440511878156,0.256684438594093,0.218702190287016,0.2205669143043,0.218885311014744,0.160397974536422,0.189166347299819,0.157890576496645,0.124002574885224,0.129210250740182,0.126926274645792,0.124410072436883
"EH18",0.229078084283842,0.370889623384943,0.362104712458386,0.442311757218778,0.393396255768844,0.393584218728742,0.436878914728902,0.419993813415608,0.387940989368044,0.302803932801871,0.26900285949372,0.24480566131579,0.219214814017565,0.188118106706078,0.19800904650938,0.146273591239672,0.176357723780937,0.151112258648966,0.12806339593111,0.153191874475193,0.140979239935037,0.157733915567363
"EH19",0.193123183421241,0.369389911590455,0.327216659349324,0.404471080832661,0.376793815665736,0.37368046789558,0.404844218747501,0.352348346251353,0.356891667809554,0.298245208214162,0.256608573632263,0.243888711800457,0.205082459654565,0.182195464826878,0.181070784684145,0.138312929709811,0.200589081874738,0.159528338934976,0.128389035025086,0.1494418655937,0.14151484802543,0.130458782888794
"EH2",0.258622115923653,0.424015553544733,0.367451498552663,0.44783969333714,0.392568276909188,0.342855388086164,0.399490912322478,0.34129367646907,0.320517238177418,0.271379677698506,0.26327263853803,0.265464695346535,0.200772233474328,0.193841986555967,0.211349135580745,0.121835008780687,0.166593573248677,0.157565623468883,0.144607678501123,0.15088954537718,0.15967531342197,0.139596960196855
"EH20",0.2164567429836,0.391535522345087,0.340143162498136,0.429594969122685,0.376300463892785,0.308740117014484,0.396051548479718,0.305966854157649,0.352799159180968,0.292614704422964,0.286850510789261,0.297173697816515,0.253020602984886,0.227825049684795,0.213633995551369,0.150465816184246,0.176125821919229,0.145659131998183,0.120508319138603,0.131440346547205,0.117600734020579,0.112610013528088
"EH21",0.167117090865791,0.275173418834691,0.35615396039021,0.472182440947881,0.444920416331002,0.389320186298294,0.502784895225874,0.377159271101275,0.326254783615599,0.275735720042652,0.32330219684672,0.292397457482567,0.269620507362592,0.239392362764674,0.240865847234021,0.168606359040131,0.238976418046504,0.184781987038389,0.166405205513803,0.164882420729951,0.17793477336875,0.134630453732293
"EH22",0.18451640111722,0.343073691078727,0.301519704051204,0.396115413617512,0.357837627391847,0.403065696939042,0.447496561259158,0.355081968990736,0.323271947080739,0.264726779644983,0.24436865658686,0.23736817812669,0.200265609521534,0.205904386295542,0.21150262099436,0.158564871556495,0.193824666247877,0.170765861170231,0.136652063816251,0.148620591759101,0.146545737319944,0.137369444859087
"EH23",0.191540992999587,0.366996885183754,0.32256235216946,0.407840582141332,0.390663054946643,0.367023803205404,0.434058621906226,0.393182358689672,0.379201655063666,0.289868763571183,0.223030491309666,0.20134235756368,0.174636080588112,0.185788406847214,0.187746972642072,0.159571193170016,0.197024035797185,0.17340568906464,0.152851786688033,0.172649974662194,0.14163903145633,0.153335818978158
"EH24",0.228707831629017,0.386624867725012,0.346899116378971,0.461710976657842,0.383865206328142,0.372173172448427,0.429361068025864,0.363566014360489,0.377512188475383,0.30785381890187,0.30623024726726,0.248447926243449,0.22576385164761,0.200629082453277,0.204048616769006,0.160315007524329,0.19812990416891,0.176620877074958,0.155877941557065,0.174941562567473,0.161492286924619,0.180621375533033
"EH25",0.225354515836515,0.375339574727047,0.343189668650359,0.430770304848577,0.35539266639799,0.364267011334142,0.431224111690691,0.354608663930802,0.332943168887721,0.262459483220696,0.235307666436842,0.218556911104762,0.201325850683859,0.178433219983453,0.185610489325587,0.137574583496529,0.178721707996341,0.14291197021416,0.123890888591422,0.136240109558388,0.125597232714914,0.140623606063873
"EH26",0.206812726741117,0.397344872889839,0.346437334132863,0.478043755507409,0.428837442535094,0.351778020575716,0.434408669251945,0.331412986658888,0.378356695773569,0.305064266632054,0.274125066451217,0.217657033819746,0.21726367105295,0.182639866872487,0.22047833772321,0.147078255616467,0.169123774907583,0.153338352306864,0.148954855545194,0.173236478076945,0.142636616364809,0.178018658683903
"EH27",0.185404294156546,0.375709443009237,0.366841030112634,0.457686210719804,0.405646687842998,0.361483219369052,0.371121615979871,0.293643257573565,0.280017180931962,0.231222120103843,0.224794177037953,0.196602384421263,0.166113332556825,0.165611131639201,0.16713346542818,0.128155062183406,0.17729548411953,0.175884136235214,0.169138582615267,0.16719568732372,0.159645797387535,0.182872451329673
"EH28",0.195938479471089,0.401094757563232,0.344173403136549,0.430025930240315,0.346445866476079,0.293742379594597,0.34691075326806,0.266946823905649,0.2773350954595,0.228217708515944,0.238877671295669,0.217281418943783,0.186898152944037,0.171743298089035,0.183169495427547,0.130629900211965,0.180268476521403,0.179804928994855,0.177124565776014,0.175473306901976,0.188313066759694,0.181609497351416
"EH29",0.220695682673467,0.40336734175924,0.390614373370461,0.437783152572999,0.33973599602393,0.271622637323803,0.34497480718146,0.265007582860308,0.280833738669587,0.27502072534007,0.249680788612938,0.25162889844063,0.184084859559947,0.163428255643043,0.169000754011274,0.118660830654054,0.161011203232713,0.177303263232801,0.17868216558066,0.172906711626484,0.183043208428315,0.188177695378962
"EH3",0.247977185470673,0.437879189306157,0.338064474816507,0.438937880916051,0.362226261507182,0.33401337896529,0.376394236106793,0.36609436620285,0.304902446133207,0.249441042649115,0.260538094994615,0.256775179021316,0.178295462360183,0.166362880989396,0.178973906580044,0.0997386866476952,0.139149236267931,0.136483742115585,0.126255798329543,0.131461419556208,0.137630814845693,0.11898384087785
"EH30",0.187509304968559,0.415520495155352,0.369204382764667,0.401787840196378,0.323029804239405,0.291664537071581,0.348964137387088,0.334765167848542,0.341239793975969,0.296981526761199,0.30399997308591,0.306641183968103,0.233042394106488,0.231698431710362,0.253291690172089,0.164132086477538,0.240589915143424,0.255542298434282,0.248379092621622,0.24490246005873,0.258228165113886,0.241319113038469
"EH31",0.144041046830579,0.323228069594862,0.277230141298874,0.413950799482028,0.334664419826803,0.285649516692522,0.332458690697205,0.333695962448053,0.26609236004544,0.235473015381358,0.233482603204566,0.268316238626686,0.210902871297577,0.196514072335812,0.19483668219644,0.132994781888615,0.16844041927689,0.17269584970283,0.155724753458613,0.179793384659742,0.182276190760457,0.152373384447394
"EH32",0.159707834687213,0.333471616697279,0.317699701488979,0.441912527503632,0.404684312092679,0.384913442300386,0.44207183469608,0.378188704320644,0.316812975436854,0.247673082869233,0.240306561503882,0.271625617946708,0.196969275227868,0.203042723582146,0.19034929890071,0.131205388434523,0.187108070355141,0.164536456074485,0.164477251297535,0.185008171135255,0.180034890110784,0.145580350298458
"EH33",0.143084627406684,0.378177925536593,0.337907280331785,0.498375055573921,0.426566471264401,0.373231837354036,0.426142104490604,0.383212940504793,0.298378315303345,0.271679640515413,0.239274826881705,0.250668772790274,0.20159782678479,0.186009221587779,0.189626647877131,0.13546461796373,0.186833686609898,0.196094063442784,0.194375523859956,0.19740868243833,0.221043752587683,0.171864879159726
"EH34",0.158887992570389,0.361836202392801,0.319049521484882,0.46228449867111,0.38532008655657,0.340367583529411,0.379817679156196,0.364861038749466,0.29991952997314,0.254617374178514,0.241817108503437,0.272238580275924,0.206516015863385,0.193301467322893,0.188535219398869,0.13579946071249,0.18830323778528,0.174485213488146,0.152314826925178,0.168211971116337,0.162105910570353,0.142822538790965
"EH35",0.160309169156841,0.356824424781166,0.360732004721394,0.529889284299666,0.447787066315591,0.447142920996206,0.487280350470513,0.444890090314679,0.368498415665227,0.291472046629254,0.254768202566058,0.254574236198628,0.201650042736954,0.19301670151128,0.195089613763467,0.135707651119012,0.185571447811586,0.168514538321795,0.146908197988326,0.170821098525118,0.156468701012321,0.13558513499716
"EH37",0.176483512744796,0.339449954810845,0.31605175237664,0.421068424153114,0.36497942155464,0.371342482324537,0.412087205934933,0.399087343482685,0.348866266040146,0.320637491139651,0.252783165392849,0.247369598002951,0.194591177631761,0.172705500909191,0.173104309713824,0.125023845912188,0.165251496590992,0.155735767225841,0.128826591457884,0.144528617406093,0.13587733256882,0.128006265316843
"EH39",0.173655309839449,0.363517565206395,0.308546531180985,0.455158409072328,0.361147020381946,0.308285782281411,0.403928725318488,0.413049000805796,0.358119340543088,0.317243052780284,0.295237792914174,0.273129498475098,0.231089084051844,0.231333421944521,0.205497307283125,0.173023405908651,0.182639258297739,0.208518130891447,0.186426162435421,0.19742510163751,0.221232148906831,0.197846522904798
"EH4",0.243057193003708,0.407164429293429,0.353992462016793,0.439241845537837,0.345937269099073,0.342017142333606,0.34252456805488,0.31670960280108,0.298984235120746,0.263065052096386,0.271243002199095,0.266936348108298,0.204702765796921,0.205961797601276,0.199948604447752,0.123844410700062,0.183034204850592,0.16014983286178,0.183356800918654,0.143916703778333,0.173852533025737,0.137649924756777
"EH41",0.147064325900105,0.364762828795635,0.292347867595727,0.463056764893714,0.352595127642935,0.305351833383984,0.359317556362643,0.340741959014207,0.269753696220564,0.221766447334754,0.210871618068278,0.241365389182658,0.197730457179729,0.193315234967659,0.186044392349481,0.12868809048515,0.176689795068755,0.161003385393327,0.147387678687971,0.153704303909617,0.155745323410241,0.131629980125512
"EH42",0.160910749409201,0.376690516346411,0.346649478715093,0.54146419857617,0.436205802020878,0.366311221263167,0.399484420926406,0.40627067197537,0.381999883024826,0.281251647661403,0.314517789060992,0.288250290643107,0.29520181980939,0.234584908197693,0.216523180100034,0.140961692886985,0.181744131407697,0.16054824304001,0.138857548222943,0.170398593380183,0.173484406047644,0.149808294726347
"EH44",0.184499528226015,0.32707565853475,0.30012649696362,0.424189449813591,0.365173929018526,0.320171722371056,0.397135985526927,0.314882896605875,0.296000348398822,0.24807234038052,0.189756744397595,0.202371181514385,0.174622480908793,0.188056096419926,0.194783924573013,0.167397810280258,0.217995353311056,0.218633979658273,0.203006492280202,0.199298538237708,0.183822448695842,0.184467858650594
"EH45",0.187492859941879,0.316984239222552,0.304869016001678,0.380251871089793,0.294383720497759,0.259336775841833,0.306762616891059,0.284856626651135,0.314295037811512,0.255461988776219,0.22604956438815,0.205530909616601,0.165564081297733,0.158052688406278,0.174065970540604,0.132141537656491,0.179890580976086,0.152555303247816,0.152589735228191,0.156746772562327,0.119166720120837,0.131147894745425
"EH46",0.164857625149863,0.396956425104507,0.343505651523717,0.447973251865851,0.374505204907126,0.336355960421724,0.384015218753514,0.300248597502426,0.306872176878873,0.260255778194639,0.257351860260132,0.225300280972346,0.208044777449361,0.198298441897403,0.22057147566495,0.159929342096519,0.2008153843786,0.185715018441328,0.190670721232886,0.182820807901919,0.172919028715632,0.183234622293184
"EH47",0.154866478745658,0.336585511430895,0.31382584400261,0.419656042456032,0.364180058921976,0.345215984481543,0.334956117776835,0.305001730598806,0.301051324299811,0.240370565542294,0.262734284425687,0.265851601431911,0.184178285938358,0.211857558308022,0.188499670632695,0.154486243742948,0.155092179157594,0.144766331768987,0.150633092256571,0.164754364219426,0.160469166109946,0.147122371394236
"EH48",0.167630983599694,0.381506070176116,0.319723844010588,0.441006060201307,0.439401553249738,0.397915208204674,0.375846970370885,0.330760653583593,0.391795473057496,0.31301700318169,0.252377356703217,0.271317127816589,0.179639503376295,0.212359567712097,0.201272610648283,0.16619017537031,0.200102123906244,0.15592380105848,0.159910764046694,0.143974866520555,0.161059915244266,0.16207707217914
"EH49",0.21160017712962,0.397509295996717,0.389840821672723,0.485932773076415,0.510554026837671,0.36378336357595,0.411389384256189,0.375891900085881,0.411285996103931,0.311700513020303,0.290812408229792,0.246196365908685,0.1683492740059,0.229551082905738,0.243731951506712,0.167702789191058,0.190989551937866,0.19536181242803,0.168810925275247,0.172651911522898,0.171793010105797,0.18662201302241
"EH5",0.24620451415087,0.417191655279069,0.38509265227039,0.469677393848133,0.447014123321674,0.385164474066943,0.444489903473787,0.373996172125205,0.370838087893213,0.311427166807116,0.283047433196662,0.281080269502566,0.188283131658988,0.191387001262924,0.215760114136421,0.125717892770189,0.168388168421194,0.163530660398658,0.152291434178538,0.153941566750741,0.190723380738087,0.152318458147536
"EH51",0.195461447168573,0.40049519461221,0.397898352381611,0.435124112637727,0.470246344539059,0.360008266303207,0.403039519657347,0.375554462637796,0.381480421731355,0.330785609996441,0.271096865689114,0.246939964997274,0.14464623696343,0.205985450440386,0.184880977215577,0.163243352390677,0.183970018346329,0.154633848998891,0.127618177428248,0.178838630953515,0.141158282370227,0.186787486916123
"EH52",0.201531925366021,0.419479928381881,0.44180402520167,0.459628242563129,0.411927898824223,0.322935212456428,0.346833392886661,0.291313515552869,0.312538825424713,0.251779426650604,0.225431123532867,0.208991833465135,0.150830448669941,0.176073249662838,0.177229264470129,0.133018119731135,0.16597917644844,0.172887467191345,0.15072560176884,0.173910649577916,0.176965383899531,0.181375294181579
"EH53",0.180684570219302,0.410508048066992,0.370025302901946,0.445109287402115,0.426499666852955,0.33286576697386,0.373671513127983,0.288342053289667,0.311891353734626,0.274391900679818,0.26230306654068,0.266868200536029,0.221386417236362,0.203374026656471,0.175778736576517,0.127129183483383,0.175934872775438,0.164926515917554,0.152915175165853,0.175644806558164,0.152685698991164,0.19698652421505
"EH54",0.205886331288263,0.357361202801583,0.372263842931493,0.460825949276853,0.3556371764945,0.334467973767721,0.381889327910405,0.275444751413254,0.285871262865344,0.260977430046776,0.249231457685878,0.240461776869042,0.203300062124055,0.201975321029929,0.192142768147401,0.12811469743442,0.166782773843965,0.170985035608264,0.154390373290877,0.148541798673133,0.165050098444145,0.165161580447447
"EH55",0.181197220548948,0.371544665083359,0.343150453453933,0.437043172107501,0.45316194707694,0.377754264576826,0.400040507159268,0.340099626871694,0.328295127270045,0.29636503183058,0.288077932928989,0.246057262800506,0.190630065270268,0.208726454350854,0.172758577417634,0.125238725431669,0.173393121785297,0.153464996012332,0.180439760587854,0.183925566441904,0.171505638728181,0.175788160961614
"EH6",0.21048813151466,0.426476202433404,0.371340764544205,0.474977319211365,0.414004340402638,0.359180872570167,0.425193068019416,0.330084987964613,0.325366614484895,0.311000515179326,0.280327198982088,0.297838459292662,0.199017307768075,0.228562948376771,0.224789821714172,0.153384641448296,0.210657925438816,0.230568880605953,0.219860967725646,0.217845660726025,0.250574075574024,0.194142221445003
"EH7",0.210335037988907,0.399560254355035,0.330772380605589,0.421726354444502,0.356133232358169,0.324842384100102,0.363833417770152,0.332444470355188,0.329634134890278,0.26906298152466,0.247790884009318,0.257075055362932,0.21108419890892,0.212430682055479,0.219170212080573,0.11129952581941,0.156316653241886,0.165211400209338,0.147901585187168,0.17741914211878,0.171015305293034,0.137508009644864
"EH8",0.214912182301445,0.415116572153177,0.343482769830389,0.411742182314381,0.394882159681585,0.303347144367348,0.372128508693401,0.328698776971436,0.327657222360948,0.257673226862874,0.271702357467644,0.294962047899508,0.218531883129097,0.237223349350792,0.261576651100585,0.164590749194766,0.222516057959143,0.241977140308213,0.169856039877272,0.220292918017166,0.181123754933526,0.168813378687951
"EH9",0.259652135346787,0.39860383830814,0.365091131624336,0.398579798709837,0.360300010411881,0.355662480910131,0.37960823253771,0.354083815185073,0.367405282279315,0.315611923465337,0.27681601625172,0.272791023343815,0.182981269668696,0.176963225178199,0.192040771495862,0.132466175319742,0.163329522479257,0.15179256754074,0.135391859139292,0.143009263682736,0.142809297532011,0.125304106717464
"FK1",0.178016460601513,0.357454233916622,0.328257909460076,0.442206816587532,0.343562013845846,0.357605485841275,0.36148486993399,0.326733626515223,0.329408193538653,0.305159438300752,0.240643259395593,0.211356609085648,0.182275638822656,0.210340161895692,0.190801168041762,0.120639160639531,0.156998477916937,0.159046994941284,0.136577943071985,0.190822322362022,0.171676576421285,0.2134111084696
"FK10",0.199413152304668,0.34800010212202,0.375523371213597,0.455955662307776,0.39622519893158,0.312357327231701,0.374262150358289,0.355142212318723,0.384083059486512,0.299610201320603,0.278760216779347,0.285152369037673,0.184559790371999,0.182323963278584,0.193587231286966,0.117809650718493,0.170671236853689,0.192123761654445,0.154076490452447,0.191377698571551,0.172570345093602,0.171786998526079
"FK11",0.210804921850992,0.354111774738763,0.316789487120051,0.425943139662593,0.391270690150014,0.32476338201118,0.399330891812517,0.370068817921514,0.371402723642512,0.285605818981935,0.247090385659641,0.230226409801904,0.169006363432681,0.161242160459178,0.161979159802708,0.098769289406333,0.14110907571915,0.144733881839806,0.144352418925039,0.170141940645259,0.173257546574578,0.180088503334473
