"Week","S08000015","S08000016","S08000017","S08000019","S08000020","S08000022","S08000024","S08000029","S08000030","S08000031","S08000032"
2020-03-02,0.508325760096744,0.361771026223411,0.402806189560047,0.518544600020491,0.493705399244928,0.456439522008566,0.498645039905896,0.469675541955768,0.497099451798674,0.569257015078272,0.538666603390231
2020-03-09,0.850873585563823,0.772981524852051,0.745079182332718,0.860106697022232,0.856165687100252,0.809276339199246,0.868075913706451,0.822133490206967,0.815862755508684,0.902611397590524,0.905778497470248
2020-03-16,0.853618846089149,0.710920106916919,0.81750486690226,0.794436549688759,0.864892958900119,0.794112235752936,0.818128928065586,0.771290339472342,0.791527588586713,0.841906463614779,0.88191386391677
2020-03-23,1,1,1,1,1,1,1,1,1,1,1
2020-03-30,0.95296022428668,0.8917507565087,0.84268737783856,0.889748554556241,0.901821917338266,0.840279957266036,0.883309073238845,0.790660600712752,0.864780143873704,0.918774862354083,0.919979745144815
2020-04-06,0.860098302940801,0.811102860738365,0.740090032901289,0.78849993362087,0.851371047715787,0.81061915378513,0.781885529901253,0.732187349984593,0.750530879308905,0.836086531002829,0.832323451875277
2020-04-13,0.72888300067195,0.692179685046712,0.608824714512389,0.667013539750392,0.73329441867453,0.65276530049351,0.658689620157394,0.624746717123738,0.610094743741423,0.675770173411944,0.692645936693388
2020-04-20,0.627011706948887,0.626582888428126,0.531739499896913,0.602251128539445,0.676406221138004,0.580125412209478,0.547716266229941,0.544448499790055,0.528554958526366,0.586382100929996,0.620871232530199
2020-04-27,0.591872742221513,0.574392379676368,0.549036317210959,0.608889289256998,0.67963702051565,0.608066317638511,0.521803495886073,0.50905092478429,0.492188208508342,0.530816666369497,0.583804779486689
2020-05-04,0.532101552782026,0.520326803658548,0.479163882596278,0.506464880091657,0.671979314581909,0.507629783741559,0.444143971787129,0.460500159041025,0.425658846936592,0.475111578023542,0.531919708117184
2020-05-11,0.480117578795441,0.456522219440626,0.425926637995409,0.424145465556468,0.536175059157018,0.426382611512002,0.418296071837074,0.424521647781232,0.357931861485146,0.42054114627762,0.479459931708734
2020-05-18,0.442432447444824,0.430737003686766,0.363595426178117,0.370900138246825,0.504231316788922,0.397209337775168,0.371041286284407,0.392117884117829,0.312372752942318,0.383877731006696,0.445518853487572
2020-05-25,0.323989302035559,0.384990876117577,0.295028351488078,0.294651552370492,0.386144746828564,0.345430704165752,0.306498670861929,0.298103211220021,0.247175458394536,0.294794401563339,0.333827549341812
2020-06-01,0.357798760545939,0.335159946644001,0.281821770651267,0.310991568995546,0.389616842604438,0.303677629355741,0.315008878377892,0.357726402032096,0.289171817676815,0.319582307513795,0.345263885897334
2020-06-08,0.310599659900367,0.316661811726432,0.285596348883968,0.288043461856713,0.379811739763558,0.310685642096483,0.30226243399902,0.320650003527528,0.259795220843953,0.307115983238191,0.338202049310653
2020-06-15,0.209568357772669,0.22147915490335,0.158203600868567,0.196394025539993,0.226674858649368,0.212445404159139,0.215687089020122,0.192936043499875,0.19381107292694,0.229004809406303,0.273883077732253
2020-06-22,0.284100816329782,0.318705874665486,0.280559054740429,0.2750953092684,0.32661299896489,0.255454166553063,0.290214410014368,0.303188810137075,0.265585415667759,0.296194552844701,0.339258619236019
2020-06-29,0.283133468853323,0.341461760560368,0.315387651479814,0.251372810388152,0.330134727431308,0.294196666637445,0.272055736610725,0.268455420737448,0.228318663376091,0.291026547402503,0.298064729492574
2020-07-06,0.261654113669908,0.256399971701384,0.274387553599411,0.224703072812789,0.28766576287952,0.242741964221004,0.24399126373082,0.228408808208423,0.216224047598961,0.252799968230131,0.276922493246813
